"data_as_of","death_year","death_month","jurisdiction_occurrence","drug_involved","time_period","month_ending_date","drug_overdose_deaths","footnote"
"01/04/2026","2024","7","Region 2","Methamphetamine","12 month-ending","07/31/2024","642",
"01/04/2026","2024","8","Region 2","Methamphetamine","12 month-ending","08/31/2024","645",
"01/04/2026","2024","9","Region 2","Methamphetamine","12 month-ending","09/30/2024","632",
"01/04/2026","2024","10","Region 2","Methamphetamine","12 month-ending","10/31/2024","608",
"01/04/2026","2024","11","Region 2","Methamphetamine","12 month-ending","11/30/2024","595",
"01/04/2026","2024","12","Region 2","Methamphetamine","12 month-ending","12/31/2024","601",
"01/04/2026","2025","1","Region 2","Methamphetamine","12 month-ending","01/31/2025","581",
"01/04/2026","2025","2","Region 2","Methamphetamine","12 month-ending","02/28/2025","550",
"01/04/2026","2025","3","Region 2","Methamphetamine","12 month-ending","03/31/2025","557",
"01/04/2026","2025","4","Region 2","Methamphetamine","12 month-ending","04/30/2025","520",
"01/04/2026","2025","5","Region 2","Methamphetamine","12 month-ending","05/31/2025","493",
"01/04/2026","2025","6","Region 2","Methamphetamine","12 month-ending","06/30/2025","480",
"01/04/2026","2019","1","Region 3","Methamphetamine","12 month-ending","01/31/2019","744",
"01/04/2026","2019","2","Region 3","Methamphetamine","12 month-ending","02/28/2019","771",
"01/04/2026","2019","3","Region 3","Methamphetamine","12 month-ending","03/31/2019","801",
"01/04/2026","2019","4","Region 3","Methamphetamine","12 month-ending","04/30/2019","809",
"01/04/2026","2019","5","Region 3","Methamphetamine","12 month-ending","05/31/2019","821",
"01/04/2026","2019","6","Region 3","Methamphetamine","12 month-ending","06/30/2019","816",
"01/04/2026","2019","7","Region 3","Methamphetamine","12 month-ending","07/31/2019","853",
"01/04/2026","2019","8","Region 3","Methamphetamine","12 month-ending","08/31/2019","861",
"01/04/2026","2019","9","Region 3","Methamphetamine","12 month-ending","09/30/2019","861",
"01/04/2026","2019","10","Region 3","Methamphetamine","12 month-ending","10/31/2019","910",
"01/04/2026","2019","11","Region 3","Methamphetamine","12 month-ending","11/30/2019","945",
"01/04/2026","2019","12","Region 3","Methamphetamine","12 month-ending","12/31/2019","1,005",
"01/04/2026","2020","1","Region 3","Methamphetamine","12 month-ending","01/31/2020","1,030",
"01/04/2026","2020","2","Region 3","Methamphetamine","12 month-ending","02/29/2020","1,076",
"01/04/2026","2020","3","Region 3","Methamphetamine","12 month-ending","03/31/2020","1,111",
"01/04/2026","2020","4","Region 3","Methamphetamine","12 month-ending","04/30/2020","1,201",
"01/04/2026","2020","5","Region 3","Methamphetamine","12 month-ending","05/31/2020","1,305",
"01/04/2026","2020","6","Region 3","Methamphetamine","12 month-ending","06/30/2020","1,415",
"01/04/2026","2020","7","Region 3","Methamphetamine","12 month-ending","07/31/2020","1,467",
"01/04/2026","2020","8","Region 3","Methamphetamine","12 month-ending","08/31/2020","1,553",
"01/04/2026","2020","9","Region 3","Methamphetamine","12 month-ending","09/30/2020","1,645",
"01/04/2026","2020","10","Region 3","Methamphetamine","12 month-ending","10/31/2020","1,699",
"01/04/2026","2020","11","Region 3","Methamphetamine","12 month-ending","11/30/2020","1,784",
"01/04/2026","2020","12","Region 3","Methamphetamine","12 month-ending","12/31/2020","1,825",
"01/04/2026","2021","1","Region 3","Methamphetamine","12 month-ending","01/31/2021","1,914",
"01/04/2026","2021","2","Region 3","Methamphetamine","12 month-ending","02/28/2021","2,003",
"01/04/2026","2021","3","Region 3","Methamphetamine","12 month-ending","03/31/2021","2,118",
"01/04/2026","2021","4","Region 3","Methamphetamine","12 month-ending","04/30/2021","2,184",
"01/04/2026","2021","5","Region 3","Methamphetamine","12 month-ending","05/31/2021","2,229",
"01/04/2026","2021","6","Region 3","Methamphetamine","12 month-ending","06/30/2021","2,237",
"01/04/2026","2021","7","Region 3","Methamphetamine","12 month-ending","07/31/2021","2,272",
"01/04/2026","2021","8","Region 3","Methamphetamine","12 month-ending","08/31/2021","2,317",
"01/04/2026","2021","9","Region 3","Methamphetamine","12 month-ending","09/30/2021","2,339",
"01/04/2026","2021","10","Region 3","Methamphetamine","12 month-ending","10/31/2021","2,358",
"01/04/2026","2021","11","Region 3","Methamphetamine","12 month-ending","11/30/2021","2,377",
"01/04/2026","2021","12","Region 3","Methamphetamine","12 month-ending","12/31/2021","2,393",
"01/04/2026","2022","1","Region 3","Methamphetamine","12 month-ending","01/31/2022","2,411",
"01/04/2026","2022","2","Region 3","Methamphetamine","12 month-ending","02/28/2022","2,419",
"01/04/2026","2022","3","Region 3","Methamphetamine","12 month-ending","03/31/2022","2,401",
"01/04/2026","2022","4","Region 3","Methamphetamine","12 month-ending","04/30/2022","2,352",
"01/04/2026","2022","5","Region 3","Methamphetamine","12 month-ending","05/31/2022","2,313",
"01/04/2026","2022","6","Region 3","Methamphetamine","12 month-ending","06/30/2022","2,341",
"01/04/2026","2022","7","Region 3","Methamphetamine","12 month-ending","07/31/2022","2,349",
"01/04/2026","2022","8","Region 3","Methamphetamine","12 month-ending","08/31/2022","2,337",
"01/04/2026","2022","9","Region 3","Methamphetamine","12 month-ending","09/30/2022","2,321",
"01/04/2026","2022","10","Region 3","Methamphetamine","12 month-ending","10/31/2022","2,329",
"01/04/2026","2022","11","Region 3","Methamphetamine","12 month-ending","11/30/2022","2,328",
"01/04/2026","2022","12","Region 3","Methamphetamine","12 month-ending","12/31/2022","2,364",
"01/04/2026","2023","1","Region 3","Methamphetamine","12 month-ending","01/31/2023","2,357",
"01/04/2026","2023","2","Region 3","Methamphetamine","12 month-ending","02/28/2023","2,339",
"01/04/2026","2023","3","Region 3","Methamphetamine","12 month-ending","03/31/2023","2,330",
"01/04/2026","2023","4","Region 3","Methamphetamine","12 month-ending","04/30/2023","2,344",
"01/04/2026","2023","5","Region 3","Methamphetamine","12 month-ending","05/31/2023","2,367",
"01/04/2026","2023","6","Region 3","Methamphetamine","12 month-ending","06/30/2023","2,364",
"01/04/2026","2023","7","Region 3","Methamphetamine","12 month-ending","07/31/2023","2,357",
"01/04/2026","2023","8","Region 3","Methamphetamine","12 month-ending","08/31/2023","2,341",
"01/04/2026","2023","9","Region 3","Methamphetamine","12 month-ending","09/30/2023","2,340",
"01/04/2026","2023","10","Region 3","Methamphetamine","12 month-ending","10/31/2023","2,309",
"01/04/2026","2023","11","Region 3","Methamphetamine","12 month-ending","11/30/2023","2,263",
"01/04/2026","2023","12","Region 3","Methamphetamine","12 month-ending","12/31/2023","2,208",
"01/04/2026","2024","1","Region 3","Methamphetamine","12 month-ending","01/31/2024","2,156",
"01/04/2026","2024","2","Region 3","Methamphetamine","12 month-ending","02/29/2024","2,135",
"01/04/2026","2024","3","Region 3","Methamphetamine","12 month-ending","03/31/2024","2,055",
"01/04/2026","2024","4","Region 3","Methamphetamine","12 month-ending","04/30/2024","1,998",
"01/04/2026","2024","5","Region 3","Methamphetamine","12 month-ending","05/31/2024","1,918",
"01/04/2026","2024","6","Region 3","Methamphetamine","12 month-ending","06/30/2024","1,854",
"01/04/2026","2024","7","Region 3","Methamphetamine","12 month-ending","07/31/2024","1,785",
"01/04/2026","2024","8","Region 3","Methamphetamine","12 month-ending","08/31/2024","1,727",
"01/04/2026","2024","9","Region 3","Methamphetamine","12 month-ending","09/30/2024","1,669",
"01/04/2026","2024","10","Region 3","Methamphetamine","12 month-ending","10/31/2024","1,615",
"01/04/2026","2024","11","Region 3","Methamphetamine","12 month-ending","11/30/2024","1,570",
"01/04/2026","2024","12","Region 3","Methamphetamine","12 month-ending","12/31/2024","1,524",
"01/04/2026","2025","1","Region 3","Methamphetamine","12 month-ending","01/31/2025","1,517",
"01/04/2026","2025","2","Region 3","Methamphetamine","12 month-ending","02/28/2025","1,457",
"01/04/2026","2025","3","Region 3","Methamphetamine","12 month-ending","03/31/2025","1,451",
"01/04/2026","2025","4","Region 3","Methamphetamine","12 month-ending","04/30/2025","1,442",
"01/04/2026","2025","5","Region 3","Methamphetamine","12 month-ending","05/31/2025","1,403",
"01/04/2026","2025","6","Region 3","Methamphetamine","12 month-ending","06/30/2025","1,371",
"01/04/2026","2019","1","Region 4","Methamphetamine","12 month-ending","01/31/2019","2,384",
"01/04/2026","2019","2","Region 4","Methamphetamine","12 month-ending","02/28/2019","2,404",
"01/04/2026","2019","3","Region 4","Methamphetamine","12 month-ending","03/31/2019","2,460",
"01/04/2026","2019","4","Region 4","Methamphetamine","12 month-ending","04/30/2019","2,534",
"01/04/2026","2019","5","Region 4","Methamphetamine","12 month-ending","05/31/2019","2,639",
"01/04/2026","2019","6","Region 4","Methamphetamine","12 month-ending","06/30/2019","2,691",
"01/04/2026","2019","7","Region 4","Methamphetamine","12 month-ending","07/31/2019","2,772",
"01/04/2026","2019","8","Region 4","Methamphetamine","12 month-ending","08/31/2019","2,829",
"01/04/2026","2019","9","Region 4","Methamphetamine","12 month-ending","09/30/2019","2,904",
"01/04/2026","2019","10","Region 4","Methamphetamine","12 month-ending","10/31/2019","2,997",
"01/04/2026","2019","11","Region 4","Methamphetamine","12 month-ending","11/30/2019","3,085",
"01/04/2026","2019","12","Region 4","Methamphetamine","12 month-ending","12/31/2019","3,132",
"01/04/2026","2020","1","Region 4","Methamphetamine","12 month-ending","01/31/2020","3,184",
"01/04/2026","2020","2","Region 4","Methamphetamine","12 month-ending","02/29/2020","3,289",
"01/04/2026","2020","3","Region 4","Methamphetamine","12 month-ending","03/31/2020","3,455",
"01/04/2026","2020","4","Region 4","Methamphetamine","12 month-ending","04/30/2020","3,678",
"01/04/2026","2020","5","Region 4","Methamphetamine","12 month-ending","05/31/2020","3,869",
"01/04/2026","2020","6","Region 4","Methamphetamine","12 month-ending","06/30/2020","4,019",
"01/04/2026","2020","7","Region 4","Methamphetamine","12 month-ending","07/31/2020","4,173",
"01/04/2026","2020","8","Region 4","Methamphetamine","12 month-ending","08/31/2020","4,392",
"01/04/2026","2020","9","Region 4","Methamphetamine","12 month-ending","09/30/2020","4,502",
"01/04/2026","2020","10","Region 4","Methamphetamine","12 month-ending","10/31/2020","4,569",
"01/04/2026","2020","11","Region 4","Methamphetamine","12 month-ending","11/30/2020","4,733",
"01/04/2026","2020","12","Region 4","Methamphetamine","12 month-ending","12/31/2020","4,921",
"01/04/2026","2021","1","Region 4","Methamphetamine","12 month-ending","01/31/2021","5,215",
"01/04/2026","2021","2","Region 4","Methamphetamine","12 month-ending","02/28/2021","5,455",
"01/04/2026","2021","3","Region 4","Methamphetamine","12 month-ending","03/31/2021","5,683",
"01/04/2026","2021","4","Region 4","Methamphetamine","12 month-ending","04/30/2021","5,949",
"01/04/2026","2021","5","Region 4","Methamphetamine","12 month-ending","05/31/2021","6,134",
"01/04/2026","2021","6","Region 4","Methamphetamine","12 month-ending","06/30/2021","6,403",
"01/04/2026","2021","7","Region 4","Methamphetamine","12 month-ending","07/31/2021","6,638",
"01/04/2026","2021","8","Region 4","Methamphetamine","12 month-ending","08/31/2021","6,788",
"01/04/2026","2021","9","Region 4","Methamphetamine","12 month-ending","09/30/2021","7,084",
"01/04/2026","2021","10","Region 4","Methamphetamine","12 month-ending","10/31/2021","7,422",
"01/04/2026","2021","11","Region 4","Methamphetamine","12 month-ending","11/30/2021","7,592",
"01/04/2026","2021","12","Region 4","Methamphetamine","12 month-ending","12/31/2021","7,811",
"01/04/2026","2022","1","Region 4","Methamphetamine","12 month-ending","01/31/2022","7,882",
"01/04/2026","2022","2","Region 4","Methamphetamine","12 month-ending","02/28/2022","8,025",
"01/04/2026","2022","3","Region 4","Methamphetamine","12 month-ending","03/31/2022","8,118",
"01/04/2026","2022","4","Region 4","Methamphetamine","12 month-ending","04/30/2022","8,032",
"01/04/2026","2022","5","Region 4","Methamphetamine","12 month-ending","05/31/2022","8,066",
"01/04/2026","2022","6","Region 4","Methamphetamine","12 month-ending","06/30/2022","8,080",
"01/04/2026","2022","7","Region 4","Methamphetamine","12 month-ending","07/31/2022","8,146",
"01/04/2026","2022","8","Region 4","Methamphetamine","12 month-ending","08/31/2022","8,217",
"01/04/2026","2022","9","Region 4","Methamphetamine","12 month-ending","09/30/2022","8,193",
"01/04/2026","2022","10","Region 4","Methamphetamine","12 month-ending","10/31/2022","8,227",
"01/04/2026","2022","11","Region 4","Methamphetamine","12 month-ending","11/30/2022","8,266",
"01/04/2026","2022","12","Region 4","Methamphetamine","12 month-ending","12/31/2022","8,324",
"01/04/2026","2023","1","Region 4","Methamphetamine","12 month-ending","01/31/2023","8,355",
"01/04/2026","2023","2","Region 4","Methamphetamine","12 month-ending","02/28/2023","8,381",
"01/04/2026","2023","3","Region 4","Methamphetamine","12 month-ending","03/31/2023","8,438",
"01/04/2026","2023","4","Region 4","Methamphetamine","12 month-ending","04/30/2023","8,528",
"01/04/2026","2023","5","Region 4","Methamphetamine","12 month-ending","05/31/2023","8,554",
"01/04/2026","2023","6","Region 4","Methamphetamine","12 month-ending","06/30/2023","8,571",
"01/04/2026","2023","7","Region 4","Methamphetamine","12 month-ending","07/31/2023","8,548",
"01/04/2026","2023","8","Region 4","Methamphetamine","12 month-ending","08/31/2023","8,546",
"01/04/2026","2023","9","Region 4","Methamphetamine","12 month-ending","09/30/2023","8,506",
"01/04/2026","2023","10","Region 4","Methamphetamine","12 month-ending","10/31/2023","8,392",
"01/04/2026","2023","11","Region 4","Methamphetamine","12 month-ending","11/30/2023","8,292",
"01/04/2026","2023","12","Region 4","Methamphetamine","12 month-ending","12/31/2023","8,169",
"01/04/2026","2024","1","Region 4","Methamphetamine","12 month-ending","01/31/2024","8,067",
"01/04/2026","2024","2","Region 4","Methamphetamine","12 month-ending","02/29/2024","7,876",
"01/04/2026","2024","3","Region 4","Methamphetamine","12 month-ending","03/31/2024","7,642",
"01/04/2026","2024","4","Region 4","Methamphetamine","12 month-ending","04/30/2024","7,441",
"01/04/2026","2024","5","Region 4","Methamphetamine","12 month-ending","05/31/2024","7,273",
"01/04/2026","2024","6","Region 4","Methamphetamine","12 month-ending","06/30/2024","7,056",
"01/04/2026","2024","7","Region 4","Methamphetamine","12 month-ending","07/31/2024","6,821",
"01/04/2026","2024","8","Region 4","Methamphetamine","12 month-ending","08/31/2024","6,557",
"01/04/2026","2024","9","Region 4","Methamphetamine","12 month-ending","09/30/2024","6,327",
"01/04/2026","2024","10","Region 4","Methamphetamine","12 month-ending","10/31/2024","6,130",
"01/04/2026","2024","11","Region 4","Methamphetamine","12 month-ending","11/30/2024","5,933",
"01/04/2026","2024","12","Region 4","Methamphetamine","12 month-ending","12/31/2024","5,737",
"01/04/2026","2025","1","Region 4","Methamphetamine","12 month-ending","01/31/2025","5,555",
"01/04/2026","2025","2","Region 4","Methamphetamine","12 month-ending","02/28/2025","5,387",
"01/04/2026","2025","3","Region 4","Methamphetamine","12 month-ending","03/31/2025","5,264",
"01/04/2026","2025","4","Region 4","Methamphetamine","12 month-ending","04/30/2025","5,149",
"01/04/2026","2025","5","Region 4","Methamphetamine","12 month-ending","05/31/2025","4,991",
"01/04/2026","2025","6","Region 4","Methamphetamine","12 month-ending","06/30/2025","4,894",
"01/04/2026","2019","1","Region 5","Methamphetamine","12 month-ending","01/31/2019","1,532",
"01/04/2026","2019","2","Region 5","Methamphetamine","12 month-ending","02/28/2019","1,501",
"01/04/2026","2019","3","Region 5","Methamphetamine","12 month-ending","03/31/2019","1,583",
"01/04/2026","2019","4","Region 5","Methamphetamine","12 month-ending","04/30/2019","1,624",
"01/04/2026","2019","5","Region 5","Methamphetamine","12 month-ending","05/31/2019","1,670",
"01/04/2026","2019","6","Region 5","Methamphetamine","12 month-ending","06/30/2019","1,719",
"01/04/2026","2019","7","Region 5","Methamphetamine","12 month-ending","07/31/2019","1,742",
"01/04/2026","2019","8","Region 5","Methamphetamine","12 month-ending","08/31/2019","1,792",
"01/04/2026","2019","9","Region 5","Methamphetamine","12 month-ending","09/30/2019","1,852",
"01/04/2026","2019","10","Region 5","Methamphetamine","12 month-ending","10/31/2019","1,905",
"01/04/2026","2019","11","Region 5","Methamphetamine","12 month-ending","11/30/2019","1,950",
